split,cls,cat,fmt,w,h,bytes
train,ai,normal,PNG,256,256,197109
train,ai,normal,JPEG,450,450,19348
train,ai,normal,JPEG,450,450,36358
train,ai,War_&_Conflict_Scenes,PNG,512,512,438175
train,ai,Culture_&_Religion,PNG,1024,1024,2158959
train,ai,normal,JPEG,764,509,76222
train,ai,Culture_&_Religion,PNG,512,512,459750
train,ai,Political_&_Social_Events,PNG,512,512,361488
train,ai,production,PNG,512,512,425244
train,ai,production,PNG,1024,1024,1536510
train,ai,normal,PNG,256,256,132367
train,ai,Medical_&_Public_Health,PNG,1024,1024,1529205
train,ai,normal,PNG,512,512,384972
train,ai,normal,JPEG,764,1146,174549
train,ai,Medical_&_Public_Health,PNG,1024,1024,1360080
train,ai,Medical_&_Public_Health,PNG,1024,1024,1346399
train,ai,Medical_&_Public_Health,PNG,512,512,353135
train,ai,production,PNG,1024,1024,2132868
train,ai,Culture_&_Religion,PNG,1024,1024,1766652
train,ai,normal,PNG,512,512,551726
train,ai,Political_&_Social_Events,PNG,512,512,474748
train,ai,Medical_&_Public_Health,PNG,512,512,372694
train,ai,normal,PNG,1024,1024,1248686
train,ai,Medical_&_Public_Health,PNG,1024,1024,1652440
train,ai,Culture_&_Religion,PNG,1024,1024,2207059
train,ai,normal,PNG,1024,1024,1538373
train,ai,normal,PNG,1024,1024,1489576
train,ai,normal,PNG,256,256,148957
train,ai,normal,JPEG,1152,1752,273462
train,ai,normal,PNG,512,512,419626
train,ai,normal,JPEG,450,270,14321
train,ai,normal,JPEG,1024,1536,100151
train,ai,normal,PNG,1024,1024,1597408
train,ai,production,PNG,1024,1024,2143629
train,ai,production,PNG,512,512,413932
train,ai,production,PNG,512,512,406220
train,ai,War_&_Conflict_Scenes,PNG,512,512,396167
train,ai,Culture_&_Religion,PNG,1024,1024,2266843
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1761969
train,ai,normal,JPEG,450,240,19675
train,ai,normal,PNG,256,256,197109
train,ai,Political_&_Social_Events,PNG,1024,1024,1530959
train,ai,Political_&_Social_Events,PNG,512,512,371877
train,ai,normal,JPEG,764,955,116094
train,ai,production,PNG,1024,1024,1710350
train,ai,normal,PNG,256,256,155365
train,ai,Medical_&_Public_Health,PNG,1024,1024,1239231
train,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1852463
train,ai,normal,PNG,256,256,134213
train,ai,normal,PNG,1024,1024,1023141
train,ai,normal,PNG,256,256,197109
train,ai,Natural_Disasters_&_Accidents,PNG,512,512,348683
train,ai,normal,JPEG,512,768,55377
train,ai,Medical_&_Public_Health,PNG,1024,1024,1642366
val,real,real,JPEG,2048,1365,595496
val,real,real,JPEG,1056,704,334876
val,real,real,JPEG,1500,1000,712053
val,real,real,JPEG,1024,1024,259513
val,real,real,JPEG,1080,1080,98243
val,real,real,JPEG,1440,1024,63337
val,real,real,JPEG,1159,1500,793023
val,real,real,JPEG,512,512,56772
val,real,real,JPEG,1080,720,58967
val,real,real,JPEG,1024,735,284376
val,real,real,JPEG,1080,1080,175016
val,real,real,JPEG,1024,683,188601
val,real,real,JPEG,1440,990,147159
val,real,real,JPEG,1159,1500,824180
val,real,real,JPEG,500,281,15611
val,real,real,JPEG,1440,960,242921
val,real,real,JPEG,1440,962,108545
val,real,real,JPEG,758,506,76086
val,real,real,JPEG,1024,683,566358
val,real,real,JPEG,640,640,24835
val,real,real,JPEG,500,750,27999
val,real,real,JPEG,500,500,11083
val,real,real,JPEG,2299,1533,727742
val,real,real,JPEG,1498,1000,213502
val,real,real,JPEG,1440,961,84626
val,real,real,JPEG,500,333,24261
val,real,real,JPEG,512,512,122904
val,real,real,JPEG,1440,966,127921
val,real,real,JPEG,1024,683,249047
val,real,real,JPEG,1024,683,219153
val,real,real,JPEG,1024,683,110313
val,real,real,JPEG,512,512,98178
val,real,real,JPEG,1024,1024,342213
val,real,real,JPEG,960,664,91991
val,real,real,JPEG,640,640,126963
val,real,real,JPEG,512,512,99546
val,real,real,JPEG,1024,683,392501
val,real,real,JPEG,1440,960,134476
val,real,real,JPEG,1024,683,158618
val,real,real,JPEG,1440,1440,146465
val,real,real,JPEG,500,749,73723
val,real,real,JPEG,1024,683,134436
val,real,real,JPEG,5650,3767,1755909
val,real,real,JPEG,1440,962,194448
val,real,real,JPEG,1200,900,115993
val,real,real,JPEG,1159,1500,1411346
val,real,real,JPEG,1024,1024,273907
val,real,real,JPEG,2048,1365,314030
val,real,real,JPEG,1024,678,304955
val,real,real,JPEG,1080,1080,97192
val,real,real,JPEG,1024,621,419288
val,real,real,JPEG,1920,1080,883335
val,real,real,JPEG,1024,683,228942
val,real,real,JPEG,1024,1024,169216
val,real,real,JPEG,512,512,81521
val,real,real,JPEG,3992,2992,2406526
val,real,real,JPEG,1498,1000,343091
val,real,real,JPEG,1024,683,284692
val,real,real,JPEG,1440,962,204521
val,real,real,JPEG,1056,704,260209
val,real,real,JPEG,1056,704,267224
val,real,real,JPEG,512,512,142369
val,real,real,JPEG,939,704,152973
val,real,real,JPEG,640,640,110524
val,real,real,JPEG,1080,875,108877
val,real,real,JPEG,500,281,22785
val,real,real,JPEG,1440,959,66340
val,real,real,JPEG,640,800,70381
val,real,real,JPEG,1024,683,119905
val,real,real,JPEG,1500,1000,650577
val,real,real,JPEG,1056,704,299591
val,real,real,JPEG,2705,3500,1566038
val,real,real,JPEG,1024,1024,220135
val,real,real,JPEG,1440,959,107976
val,real,real,JPEG,6000,4000,3124470
val,real,real,JPEG,1024,683,390978
val,real,real,JPEG,512,512,128050
val,real,real,JPEG,1159,1500,551027
val,real,real,JPEG,500,333,18787
val,real,real,JPEG,512,512,94032
val,real,real,JPEG,1440,960,252546
val,real,real,JPEG,500,357,12177
val,real,real,JPEG,1440,1440,155138
val,real,real,JPEG,1440,969,182563
val,real,real,JPEG,512,512,136213
val,real,real,JPEG,1024,1024,307939
val,real,real,JPEG,1024,732,162331
val,real,real,JPEG,1024,683,374411
val,real,real,JPEG,512,512,89480
val,real,real,JPEG,1440,960,88503
val,real,real,JPEG,1024,683,151699
val,real,real,JPEG,1024,683,255019
val,real,real,JPEG,1440,948,155598
val,real,real,JPEG,512,512,111191
val,real,real,JPEG,724,1024,317706
val,real,real,JPEG,512,512,77451
val,real,real,JPEG,720,960,63035
val,real,real,JPEG,1080,1080,208758
val,real,real,JPEG,1440,960,329626
val,real,real,JPEG,1080,1080,131724
val,real,real,JPEG,512,512,95899
val,real,real,JPEG,1080,1080,76990
val,real,real,JPEG,1024,683,226390
val,real,real,JPEG,1058,704,358274
val,real,real,JPEG,3630,4132,11091561
val,real,real,JPEG,1024,683,323568
val,real,real,JPEG,1024,1024,116396
val,real,real,JPEG,1818,1228,613562
val,real,real,JPEG,1080,1080,151673
val,real,real,PNG,1853,1237,2855609
val,real,real,JPEG,512,512,135922
val,real,real,JPEG,1024,683,115454
val,real,real,JPEG,500,333,39546
val,real,real,JPEG,1024,683,216215
val,real,real,JPEG,500,396,39475
val,real,real,JPEG,838,1024,296059
val,real,real,JPEG,1024,641,158586
val,real,real,JPEG,1080,1080,233709
val,real,real,JPEG,1024,683,202051
val,real,real,JPEG,1440,960,112275
val,real,real,JPEG,1024,683,579112
val,real,real,JPEG,800,800,175223
val,real,real,JPEG,1024,1024,154119
val,real,real,JPEG,1024,1024,345849
val,real,real,JPEG,1080,1047,77926
val,real,real,JPEG,1024,732,414505
val,real,real,JPEG,500,750,59012
val,real,real,JPEG,900,900,206121
val,real,real,JPEG,512,512,134555
val,real,real,JPEG,1440,1002,166916
val,real,real,JPEG,1440,1146,131807
val,real,real,JPEG,5616,3744,7434210
val,real,real,JPEG,1023,1024,277153
val,real,real,JPEG,2000,1331,1670434
val,real,real,JPEG,1024,683,197794
val,real,real,JPEG,512,512,42938
val,real,real,JPEG,512,512,87051
val,real,real,JPEG,1000,667,192698
val,real,real,JPEG,1800,1200,527181
val,real,real,JPEG,1042,1500,554615
val,real,real,JPEG,1440,960,52902
val,real,real,JPEG,500,281,12086
val,real,real,JPEG,1600,1094,506275
val,real,real,JPEG,1024,683,359180
val,real,real,JPEG,1056,704,391430
val,real,real,JPEG,1200,941,692781
val,real,real,JPEG,1024,683,311645
val,real,real,JPEG,1357,907,99433
val,real,real,JPEG,1440,1800,176171
val,real,real,JPEG,640,640,198023
val,real,real,JPEG,2048,1365,299912
val,real,real,JPEG,1024,683,130948
val,real,real,JPEG,1024,683,189606
val,real,real,JPEG,1024,1024,199270
val,real,real,JPEG,640,640,41446
val,real,real,JPEG,1000,666,141935
val,real,real,JPEG,500,774,63136
val,real,real,JPEG,1024,683,294924
val,real,real,JPEG,1024,683,125726
val,real,real,JPEG,1029,1029,58785
val,real,real,JPEG,1100,1500,630659
val,real,real,JPEG,1024,683,260775
val,real,real,JPEG,512,768,420843
val,real,real,JPEG,1024,1024,258859
val,real,real,JPEG,1728,1152,1634613
val,real,real,JPEG,1440,960,157979
val,real,real,JPEG,1440,961,172331
val,real,real,JPEG,1024,683,162086
val,real,real,JPEG,512,512,150710
val,real,real,JPEG,1024,731,163681
val,real,real,JPEG,1080,748,79835
val,real,real,JPEG,500,625,46074
val,real,real,JPEG,1056,704,201553
val,real,real,JPEG,2048,1563,3139397
val,real,real,JPEG,742,1024,364900
val,real,real,JPEG,1440,958,317204
val,real,real,JPEG,4704,3188,9068458
val,real,real,JPEG,4096,4096,1520091
val,real,real,JPEG,1024,683,239075
val,real,real,JPEG,1080,785,46384
val,real,real,JPEG,1440,960,210801
val,real,real,JPEG,1024,724,168602
val,real,real,JPEG,1024,683,231750
val,real,real,JPEG,2816,2112,2685720
val,real,real,JPEG,1440,969,97574
val,real,real,JPEG,1440,1154,253318
val,real,real,JPEG,512,512,132337
val,real,real,JPEG,1800,1200,1242954
val,real,real,JPEG,1024,678,181983
val,real,real,JPEG,500,333,37592
val,real,real,JPEG,500,750,36950
val,real,real,JPEG,1024,683,279794
val,real,real,JPEG,512,512,97934
val,real,real,JPEG,512,512,122321
val,real,real,JPEG,1056,704,179427
val,real,real,JPEG,1080,1080,93753
val,real,real,JPEG,1080,1080,87286
val,real,real,JPEG,1440,1033,154342
val,real,real,JPEG,3456,2304,3442435
val,real,real,JPEG,1024,683,246066
val,real,real,JPEG,1024,683,272910
val,real,real,JPEG,939,704,239555
val,real,real,JPEG,1024,678,134869
val,real,real,JPEG,1024,683,104819
val,real,real,JPEG,1024,683,350367
val,real,real,JPEG,1058,704,280870
val,real,real,JPEG,1080,1080,57230
val,real,real,JPEG,1024,678,366507
val,real,real,JPEG,2592,1944,2020982
val,real,real,JPEG,500,748,86972
val,real,real,JPEG,900,600,91929
val,real,real,JPEG,1024,683,305492
val,real,real,JPEG,1251,1000,608089
val,real,real,JPEG,1440,961,106113
val,real,real,JPEG,856,704,184665
val,real,real,JPEG,1024,682,108325
val,real,real,JPEG,640,640,113260
val,real,real,JPEG,1024,683,196589
val,real,real,JPEG,512,512,128129
val,real,real,JPEG,1440,1064,130163
val,real,real,JPEG,2000,1333,579865
val,real,real,JPEG,1350,900,1314649
val,real,real,JPEG,500,335,26919
val,real,real,JPEG,1024,683,289292
val,real,real,JPEG,512,512,114460
val,real,real,JPEG,683,1024,210039
val,real,real,JPEG,3500,2264,2266338
val,real,real,JPEG,1080,1075,117047
val,real,real,JPEG,683,1024,573716
val,real,real,JPEG,1024,683,273193
val,real,real,JPEG,1024,1024,204123
val,real,real,JPEG,1024,683,236458
val,real,real,JPEG,758,506,49144
val,real,real,JPEG,1024,683,200002
val,real,real,JPEG,1440,1016,25619
val,real,real,JPEG,1024,683,240564
val,real,real,JPEG,1460,971,1458121
val,real,real,JPEG,1440,961,219766
val,real,real,JPEG,1024,683,294114
val,real,real,JPEG,512,512,96545
val,real,real,JPEG,1440,990,153063
val,real,real,JPEG,758,506,58595
val,real,real,JPEG,1770,1180,689414
val,real,real,JPEG,1058,704,261209
val,real,real,JPEG,1024,683,530939
val,real,real,JPEG,7744,5184,11353385
val,real,real,JPEG,1440,960,71784
val,real,real,JPEG,500,322,21332
val,real,real,JPEG,1024,683,274264
val,real,real,JPEG,1080,822,129777
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,373559
val,ai,normal,PNG,256,256,197109
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1950467
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1843341
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1868312
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,1024,1024,949283
val,ai,Culture_&_Religion,PNG,512,512,292928
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1737347
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1812824
val,ai,normal,PNG,256,256,96947
val,ai,Medical_&_Public_Health,PNG,1024,1024,1209582
val,ai,normal,PNG,1024,1024,1044714
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1800033
val,ai,Medical_&_Public_Health,PNG,1024,1024,1678690
val,ai,normal,PNG,256,256,132331
val,ai,normal,PNG,1024,1024,1030897
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2337748
val,ai,production,PNG,512,512,391783
val,ai,production,PNG,512,512,401677
val,ai,normal,JPEG,764,1019,76045
val,ai,normal,PNG,256,256,83608
val,ai,production,PNG,512,512,427793
val,ai,Medical_&_Public_Health,PNG,1024,1024,1496653
val,ai,normal,JPEG,450,800,46043
val,ai,production,PNG,1024,1024,2213997
val,ai,Political_&_Social_Events,PNG,512,512,365542
val,ai,Medical_&_Public_Health,PNG,1024,1024,1420479
val,ai,War_&_Conflict_Scenes,PNG,512,512,353068
val,ai,Culture_&_Religion,PNG,512,512,391901
val,ai,Culture_&_Religion,PNG,512,512,338570
val,ai,normal,JPEG,764,1146,99040
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1547650
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1735055
val,ai,normal,PNG,256,256,197109
val,ai,normal,JPEG,512,768,29239
val,ai,Culture_&_Religion,PNG,1024,1024,1764060
val,ai,Culture_&_Religion,PNG,512,512,350549
val,ai,Political_&_Social_Events,PNG,1024,1024,1861607
val,ai,Political_&_Social_Events,PNG,512,512,312565
val,ai,Medical_&_Public_Health,PNG,512,512,308770
val,ai,normal,JPEG,1280,1920,192779
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1799781
val,ai,Culture_&_Religion,PNG,1024,1024,1802256
val,ai,normal,PNG,256,256,144577
val,ai,Medical_&_Public_Health,PNG,512,512,377808
val,ai,War_&_Conflict_Scenes,PNG,512,512,472076
val,ai,normal,JPEG,450,675,33314
val,ai,production,PNG,1024,1024,1676129
val,ai,normal,PNG,256,256,146933
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1844649
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1618140
val,ai,Medical_&_Public_Health,PNG,512,512,271689
val,ai,Medical_&_Public_Health,PNG,1024,1024,1358702
val,ai,Culture_&_Religion,PNG,512,512,309292
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1608549
val,ai,Medical_&_Public_Health,PNG,512,512,327712
val,ai,normal,PNG,512,512,369645
val,ai,Political_&_Social_Events,PNG,512,512,377169
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1500884
val,ai,normal,PNG,512,512,493822
val,ai,Medical_&_Public_Health,PNG,1024,1024,1645057
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1928586
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,389727
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1258410
val,ai,Medical_&_Public_Health,PNG,1024,1024,1367872
val,ai,normal,JPEG,450,675,29433
val,ai,Medical_&_Public_Health,PNG,512,512,310276
val,ai,normal,JPEG,450,450,19846
val,ai,Medical_&_Public_Health,PNG,512,512,382165
val,ai,normal,JPEG,450,270,11636
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,387718
val,ai,Culture_&_Religion,PNG,512,512,342086
val,ai,normal,JPEG,512,768,46574
val,ai,Political_&_Social_Events,PNG,1024,1024,1707416
val,ai,normal,PNG,512,512,461318
val,ai,Culture_&_Religion,PNG,1024,1024,1711866
val,ai,normal,PNG,256,256,76840
val,ai,Culture_&_Religion,PNG,512,512,305076
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1776236
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,483340
val,ai,normal,PNG,1024,1024,781809
val,ai,Political_&_Social_Events,PNG,1024,1024,1516344
val,ai,Culture_&_Religion,PNG,1024,1024,1471341
val,ai,Culture_&_Religion,PNG,1024,1024,1510926
val,ai,normal,PNG,256,256,83770
val,ai,War_&_Conflict_Scenes,PNG,512,512,380503
val,ai,Political_&_Social_Events,PNG,512,512,366286
val,ai,normal,JPEG,450,750,42311
val,ai,normal,PNG,256,256,153131
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,2151492
val,ai,production,PNG,512,512,413093
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1408351
val,ai,Medical_&_Public_Health,PNG,1024,1024,1303424
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,256,256,105484
val,ai,normal,PNG,1024,1024,1452790
val,ai,Culture_&_Religion,PNG,1024,1024,1963817
val,ai,Medical_&_Public_Health,PNG,512,512,329426
val,ai,Culture_&_Religion,PNG,512,512,294859
val,ai,Medical_&_Public_Health,PNG,512,512,309608
val,ai,Medical_&_Public_Health,PNG,1024,1024,1397740
val,ai,Medical_&_Public_Health,PNG,512,512,346691
val,ai,normal,JPEG,450,675,35541
val,ai,Culture_&_Religion,PNG,512,512,336070
val,ai,normal,PNG,256,256,109068
val,ai,normal,PNG,256,256,140740
val,ai,normal,JPEG,764,1019,47524
val,ai,production,PNG,1024,1024,1590621
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1636017
val,ai,War_&_Conflict_Scenes,PNG,512,512,355980
val,ai,production,PNG,1024,1024,1848984
val,ai,normal,PNG,1024,1024,1695280
val,ai,normal,PNG,1024,1024,1532505
val,ai,normal,JPEG,450,681,32410
val,ai,normal,PNG,512,512,423164
val,ai,Political_&_Social_Events,PNG,512,512,351910
val,ai,production,PNG,512,512,413492
val,ai,normal,PNG,256,256,197109
val,ai,War_&_Conflict_Scenes,PNG,512,512,360688
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,360372
val,ai,normal,PNG,512,512,449959
val,ai,production,PNG,512,512,447912
val,ai,Medical_&_Public_Health,PNG,512,512,325780
val,ai,Political_&_Social_Events,PNG,1024,1024,1887229
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1574316
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,404740
val,ai,normal,PNG,512,512,617445
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,385338
val,ai,Culture_&_Religion,PNG,1024,1024,1917321
val,ai,normal,PNG,256,256,113700
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,256,256,111092
val,ai,War_&_Conflict_Scenes,PNG,512,512,367924
val,ai,Culture_&_Religion,PNG,1024,1024,1397926
val,ai,production,PNG,1024,1024,1717256
val,ai,Political_&_Social_Events,PNG,512,512,353843
val,ai,Culture_&_Religion,PNG,512,512,366297
val,ai,normal,JPEG,720,1280,112601
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2039968
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1903083
val,ai,Culture_&_Religion,PNG,512,512,315671
val,ai,normal,JPEG,450,720,40830
val,ai,Culture_&_Religion,PNG,512,512,457016
val,ai,normal,PNG,1024,1024,1722052
val,ai,production,PNG,1024,1024,1834854
val,ai,normal,JPEG,450,675,68859
val,ai,normal,PNG,256,256,197109
val,ai,Medical_&_Public_Health,PNG,512,512,343283
val,ai,normal,PNG,512,512,386603
val,ai,Medical_&_Public_Health,PNG,1024,1024,1312730
val,ai,normal,PNG,1024,1024,782069
val,ai,normal,JPEG,764,1146,65990
val,ai,normal,PNG,1024,1024,839084
val,ai,Political_&_Social_Events,PNG,1024,1024,1988679
val,ai,Medical_&_Public_Health,PNG,512,512,297746
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1743006
val,ai,Culture_&_Religion,PNG,1024,1024,1541971
val,ai,Political_&_Social_Events,PNG,1024,1024,1603795
val,ai,normal,PNG,256,256,197109
val,ai,Political_&_Social_Events,PNG,1024,1024,2016661
val,ai,Political_&_Social_Events,PNG,512,512,399746
val,ai,normal,PNG,512,512,265262
val,ai,normal,PNG,256,256,197109
val,ai,Political_&_Social_Events,PNG,1024,1024,1849983
val,ai,normal,PNG,256,256,197109
val,ai,Political_&_Social_Events,PNG,1024,1024,1957470
val,ai,normal,PNG,256,256,116720
val,ai,normal,PNG,256,256,197109
val,ai,production,PNG,512,512,400252
val,ai,Political_&_Social_Events,PNG,1024,1024,1673393
val,ai,normal,PNG,256,256,197109
val,ai,normal,JPEG,764,1270,54570
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1944377
val,ai,Political_&_Social_Events,PNG,512,512,366447
val,ai,normal,PNG,1024,1024,974006
val,ai,Medical_&_Public_Health,PNG,1024,1024,1231105
val,ai,normal,PNG,1024,1024,661039
val,ai,Medical_&_Public_Health,PNG,1024,1024,1395698
val,ai,normal,PNG,256,256,197109
val,ai,production,PNG,512,512,407456
val,ai,normal,JPEG,764,573,57258
val,ai,Medical_&_Public_Health,PNG,512,512,303793
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1537336
val,ai,Medical_&_Public_Health,PNG,512,512,312463
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,2045773
val,ai,Culture_&_Religion,PNG,1024,1024,2134259
val,ai,Political_&_Social_Events,PNG,1024,1024,2061094
val,ai,normal,PNG,256,256,103748
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,256,256,197109
val,ai,normal,JPEG,450,560,27721
val,ai,Medical_&_Public_Health,PNG,512,512,315905
val,ai,Medical_&_Public_Health,PNG,512,512,310380
val,ai,Political_&_Social_Events,PNG,1024,1024,1923507
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,256,256,197109
val,ai,production,PNG,512,512,430743
val,ai,Political_&_Social_Events,PNG,512,512,394793
val,ai,normal,PNG,256,256,197109
val,ai,normal,PNG,256,256,96812
val,ai,normal,PNG,1024,1024,643201
val,ai,Culture_&_Religion,PNG,1024,1024,2138834
val,ai,normal,PNG,256,256,84245
val,ai,production,PNG,512,512,383571
val,ai,Political_&_Social_Events,PNG,512,512,384501
val,ai,production,PNG,512,512,431114
val,ai,normal,PNG,256,256,88268
val,ai,normal,PNG,256,256,73513
val,ai,normal,PNG,256,256,74307
val,ai,normal,PNG,256,256,83068
val,ai,normal,PNG,256,256,197109
val,ai,War_&_Conflict_Scenes,PNG,512,512,431354
val,ai,normal,PNG,256,256,157558
val,ai,production,PNG,1024,1024,1846496
val,ai,production,PNG,1024,1024,1720677
val,ai,normal,PNG,256,256,197109
val,ai,Culture_&_Religion,PNG,1024,1024,1785233
val,ai,production,PNG,512,512,442595
val,ai,normal,PNG,256,256,140270
val,ai,Natural_Disasters_&_Accidents,PNG,512,512,458768
val,ai,Culture_&_Religion,PNG,512,512,334897
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,1732449
val,ai,War_&_Conflict_Scenes,PNG,512,512,345559
val,ai,Culture_&_Religion,PNG,512,512,325750
val,ai,Political_&_Social_Events,PNG,512,512,332913
val,ai,Culture_&_Religion,PNG,1024,1024,1886581
val,ai,Medical_&_Public_Health,PNG,1024,1024,1384917
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,2045282
val,ai,War_&_Conflict_Scenes,PNG,1024,1024,1825555
val,ai,Medical_&_Public_Health,PNG,1024,1024,1290281
val,ai,production,PNG,512,512,377310
val,ai,Medical_&_Public_Health,PNG,1024,1024,1423628
val,ai,normal,PNG,256,256,126937
val,ai,Natural_Disasters_&_Accidents,PNG,1024,1024,2044361
val,ai,Culture_&_Religion,PNG,512,512,294648
val,ai,Culture_&_Religion,PNG,1024,1024,1558687
val,ai,normal,PNG,1024,1024,1171126
val,ai,normal,PNG,1024,1024,740987
val,ai,Political_&_Social_Events,PNG,1024,1024,1551746
val,ai,Medical_&_Public_Health,PNG,512,512,358070
val,ai,production,PNG,1024,1024,1694666
val,ai,Medical_&_Public_Health,PNG,1024,1024,1356215
val,ai,normal,PNG,1024,1024,1244656
val,ai,production,PNG,1024,1024,1870519
val,ai,normal,PNG,1024,1024,734702
val,ai,normal,PNG,512,512,597546
val,ai,Political_&_Social_Events,PNG,1024,1024,1111936
val,ai,normal,PNG,256,256,157531
